EntrezID	Symbol	GeneLength
728353	LOC728353	832
728366	LOC728366	605
728424	LOC728424	689
728433	LOC728433	3998
728452	LOC728452	3789
728463	LOC728463	1941
728485	LOC728485	2403
728488	LOC728488	4993
728506	LOC728506	6892
728524	LOC728524	3439
728533	LOC728533	1184
728535	LOC728535	32587
728537	LOC728537	4013
728554	LOC728554	10185
728558	LOC728558	22324
728573	LOC728573	2179
728575	LOC728575	4596
728587	LOC728587	369
728602	LOC728602	591
728606	LOC728606	2597
728611	LOC728611	3883
728660	LOC728660	590
728688	LOC728688	2433
728716	LOC728716	4407
728724	LOC728724	1165
728728	LOC728728	1326
728732	LOC728732	628
728739	LOC728739	1703
728741	LOC728741	4003
728752	LOC728752	1414
728755	LOC728755	912
728763	LOC728763	787
728769	LOC728769	2081
728811	LOC728811	918
728813	LOC728813	668
728819	LOC728819	1172
728825	LOC728825	1017
728853	LOC728853	2729
728875	LOC728875	11037
728920	LOC728920	1104
728947	LOC728947	246
728975	LOC728975	2149
728989	LOC728989	2076
729013	LOC729013	2658
729020	LOC729020	2140
729033	LOC729033	750
729040	LOC729040	1046
729047	LOC729047	2332
729059	LOC729059	614
729080	LOC729080	1076
729088	LOC729088	1810
729121	LOC729121	1916
729126	LOC729126	1243
729173	LOC729173	2080
729176	LOC729176	2161
729177	LOC729177	5539
729200	LOC729200	908
729217	LOC729217	632
729222	LOC729222	549
729291	LOC729291	3993
729324	LOC729324	2707
729334	LOC729334	720
729342	LOC729342	616
729348	LOC729348	1673
729356	LOC729356	389
729366	LOC729366	442
729369	LOC729369	666
729409	LOC729409	1086
729444	LOC729444	5442
729466	LOC729466	646
729496	LOC729496	731
729497	LOC729497	621
729532	LOC729532	670
729558	LOC729558	2208
729609	LOC729609	1780
729652	LOC729652	3694
729654	LOC729654	323
729674	LOC729674	542
729681	LOC729681	1814
729683	LOC729683	3858
729686	LOC729686	1271
729707	LOC729707	557
729732	LOC729732	6808
729739	LOC729739	4306
729770	LOC729770	1948
729810	LOC729810	2800
729815	LOC729815	3629
729859	LOC729859	1126
729860	LOC729860	3186
729866	LOC729866	2066
729870	LOC729870	1513
729879	LOC729879	1829
729887	LOC729887	521
729900	LOC729900	1407
729930	LOC729930	945
729941	LOC729941	1185
729945	LOC729945	767
729960	LOC729960	765
729970	LOC729970	6187
729978	LOC729978	2290
729998	LOC729998	1417
729999	LOC729999	436
730020	LOC730020	2259
730043	LOC730043	1508
730081	LOC730081	2015
730101	LOC730101	3768
730202	LOC730202	2172
730222	LOC730222	2610
730227	LOC730227	2740
730234	LOC730234	1524
730441	LOC730441	2244
730668	LOC730668	4161
730811	LOC730811	3243
730974	LOC730974	819
731157	LOC731157	670
731275	LOC731275	3997
731631	LOC731631	466
731779	LOC731779	812
732275	LOC732275	3751
751603	LOC751603	1583
751837	LOC751837	455
768086	LOC768086	540
777650	LOC777650	347
780780	LOC780780	1865
79015	LOC79015	6135
81691	LOC81691	4788
84931	LOC84931	2011
89844	LOC89844	634
90246	LOC90246	3302
90462	LOC90462	4210
91450	LOC91450	1004
91948	LOC91948	2341
92249	LOC92249	7416
93432	LOC93432	1583
93463	LOC93463	2231
93622	LOC93622	2602
118426	LOH12CR1	5806
503693	LOH12CR2	1538
9361	LONP1	6928
83752	LONP2	12631
91694	LONRF1	6056
164832	LONRF2	15007
79836	LONRF3	4035
4014	LOR	1444
4015	LOX	6362
125336	LOXHD1	9428
4016	LOXL1	3579
84695	LOXL3	5675
84171	LOXL4	5005
4018	LPA	6877
80350	LPAL2	7601
1902	LPAR1	6766
9170	LPAR2	3733
23566	LPAR3	3547
2846	LPAR4	3701
10161	LPAR6	8526
79888	LPCAT1	7009
10162	LPCAT3	8774
254531	LPCAT4	7599
9926	LPGAT1	8663
22859	LPHN1	8941
23266	LPHN2	11377
23284	LPHN3	8929
23175	LPIN1	15972
9663	LPIN2	7847
64900	LPIN3	7467
4023	LPL	5022
4025	LPO	6430
4026	LPP	25570
54886	LPPR1	3920
64748	LPPR2	4312
79948	LPPR3	2899
9890	LPPR4	5030
163404	LPPR5	5392
9404	LPXN	10370
9227	LRAT	8101
987	LRBA	16056
23143	LRCH1	3388
57631	LRCH2	4923
84859	LRCH3	18433
4034	LRCH4	12351
57622	LRFN1	3580
57497	LRFN2	3697
79414	LRFN3	3787
78999	LRFN4	3469
145581	LRFN5	6634
136332	LRGUK	3644
26018	LRIG1	9171
9860	LRIG2	8588
121227	LRIG3	7006
26103	LRIT1	2518
340745	LRIT2	3178
345193	LRIT3	4190
4033	LRMP	8265
4035	LRP1	23562
26020	LRP10	7464
84918	LRP11	9364
29967	LRP12	11612
53353	LRP1B	17134
4036	LRP2	16283
4037	LRP3	8456
4038	LRP4	10207
4041	LRP5	8903
91355	LRP5L	4631
4040	LRP6	10340
7804	LRP8	11640
4043	LRPAP1	4499
10128	LRPPRC	14739
55227	LRRC1	8665
376132	LRRC10	2600
390205	LRRC10B	2278
9684	LRRC14	5807
389257	LRRC14B	1573
131578	LRRC15	5940
55604	LRRC16A	15952
90668	LRRC16B	7115
10234	LRRC17	3342
474354	LRRC18	2391
64922	LRRC19	3597
79442	LRRC2	5689
55222	LRRC20	9640
126364	LRRC25	2456
389816	LRRC26	2459
80313	LRRC27	15675
123355	LRRC28	11658
26231	LRRC29	3378
81543	LRRC3	3004
339291	LRRC30	950
79782	LRRC31	3145
2615	LRRC32	5026
151827	LRRC34	5308
55282	LRRC36	4268
9884	LRRC37A	9378
474170	LRRC37A2	9022
374819	LRRC37A3	9716
114659	LRRC37B	9069
126755	LRRC38	2174
127495	LRRC39	4447
116135	LRRC3B	3494
64101	LRRC4	4974
55631	LRRC40	4880
10489	LRRC41	11045
115353	LRRC42	2465
254050	LRRC43	4527
201255	LRRC45	4142
90506	LRRC46	3517
57470	LRRC47	3516
83450	LRRC48	8990
54839	LRRC49	6029
94030	LRRC4B	3127
57689	LRRC4C	5396
440699	LRRC52	1371
219527	LRRC55	5409
115399	LRRC56	5073
255252	LRRC57	5559
116064	LRRC58	9305
55379	LRRC59	3299
23639	LRRC6	2825
220416	LRRC63	3807
57554	LRRC7	17664
56262	LRRC8A	6652
23507	LRRC8B	9187
80131	LRRC8E	4311
85444	LRRCC1	6597
9209	LRRFIP2	24984
84125	LRRIQ1	7247
127255	LRRIQ3	8834
344657	LRRIQ4	1825
79705	LRRK1	12006
120892	LRRK2	13075
57633	LRRN1	5032
10446	LRRN2	6000
54674	LRRN3	4170
164312	LRRN4	4516
221091	LRRN4CL	2583
347730	LRRTM1	5225
26045	LRRTM2	7004
347731	LRRTM3	8808
80059	LRRTM4	5413
90678	LRSAM1	6091
57408	LRTM1	1590
654429	LRTM2	6723
220074	LRTOMT	9988
222229	LRWD1	6312
4045	LSAMP	9979
55341	LSG1	7664
27257	LSM1	1706
134353	LSM11	6804
124801	LSM12	3381
653122	LSM12P1	2198
26065	LSM14A	6018
149986	LSM14B	7468
57819	LSM2	1197
27258	LSM3	1554
25804	LSM4	4515
23658	LSM5	4824
11157	LSM6	7184
51690	LSM7	4816
84316	LSMD1	8111
4046	LSP1	7131
51599	LSR	3419
4047	LSS	11010
7940	LST1	2368
4049	LTA	2056
4048	LTA4H	8111
4050	LTB	3008
1241	LTB4R	5948
4052	LTBP1	7938
4053	LTBP2	9098
4054	LTBP3	12286
8425	LTBP4	10404
4055	LTBR	7623
4056	LTC4S	1252
4057	LTF	13302
4058	LTK	4065
55692	LUC7L	9804
51747	LUC7L3	13427
4060	LUM	2777
7798	LUZP1	12585
338645	LUZP2	10659
51213	LUZP4	1963
56925	LXN	1580
8581	LY6D	1716
4061	LY6E	2678
80741	LY6G5C	3544
80740	LY6G6C	1119
4062	LY6H	1906
54742	LY6K	4398
9450	LY86	1641
4063	LY9	9801
23643	LY96	864
55646	LYAR	3762
254773	LYG2	1194
4066	LYL1	3154
4067	LYN	4666
66004	LYNX1	5989
116372	LYPD1	4158
137797	LYPD2	1064
27076	LYPD3	3822
147719	LYPD4	2166
284348	LYPD5	5601
130574	LYPD6	6526
130576	LYPD6B	3619
10434	LYPLA1	6837
11313	LYPLA2	2396
653639	LYPLA2P1	1639
127018	LYPLAL1	5897
57149	LYRM1	4098
57226	LYRM2	10362
57128	LYRM4	5634
144363	LYRM5	10816
90624	LYRM7	6396
388695	LYSMD1	2509
256586	LYSMD2	2438
116068	LYSMD3	4458
145748	LYSMD4	8726
1130	LYST	20568
10894	LYVE1	4169
4069	LYZ	1793
84569	LYZL1	1140
119180	LYZL2	1075
131375	LYZL4	1432
57151	LYZL6	1124
84328	LZIC	5793
54585	LZTFL1	6888
11178	LZTS1	8029
84445	LZTS2	7494
4074	M6PR	7136
4081	MAB21L1	3427
10586	MAB21L2	2759
346389	MACC1	12981
28992	MACROD1	4398
140733	MACROD2	6816
8379	MAD1L1	10033
4085	MAD2L1	1977
9587	MAD2L1BP	1658
326596	MAD2L1P1	1022
10459	MAD2L2	2895
8174	MADCAM1	2470
8567	MADD	12019
10296	MAEA	10042
84944	MAEL	4471
4094	MAF	7008
84232	MAF1	3264
389692	MAFA	2801
9935	MAFB	3383
23764	MAFF	3343
4097	MAFG	5282
727764	MAFIP	7932
7975	MAFK	4911
4100	MAGEA1	1710
4110	MAGEA11	3731
4111	MAGEA12	2661
4101	MAGEA2	2420
266740	MAGEA2B	2420
4102	MAGEA3	1825
4103	MAGEA4	2360
4105	MAGEA6	2188
4107	MAGEA8	2362
4108	MAGEA9	1934
728269	MAGEA9B	1934
4112	MAGEB1	1970
139422	MAGEB10	1983
139604	MAGEB16	1818
286514	MAGEB18	1818
4113	MAGEB2	1651
4114	MAGEB3	2913
4115	MAGEB4	2332
347541	MAGEB5	496
158809	MAGEB6	2237
9947	MAGEC1	4473
51438	MAGEC2	1999
139081	MAGEC3	3338
9500	MAGED1	6158
57692	MAGEE1	3708
139599	MAGEE2	2222
64110	MAGEF1	1816
28986	MAGEH1	1481
54551	MAGEL2	4299
9223	MAGI1	16811
9863	MAGI2	10281
260425	MAGI3	12457
79917	MAGIX	5426
55110	MAGOHB	5958
84061	MAGT1	4909
4117	MAK	4919
84549	MAK16	5365
4118	MAL	5025
114569	MAL2	3758
378938	MALAT1	8750
7851	MALL	9959
10892	MALT1	7395
9794	MAML1	12347
84441	MAML2	11141
55534	MAML3	9750
10046	MAMLD1	10153
284358	MAMSTR	4512
4121	MAN1A1	6379
10905	MAN1A2	11109
11253	MAN1B1	10449
57134	MAN1C1	7288
4124	MAN2A1	17048
4122	MAN2A2	12183
23324	MAN2B2	9318
4123	MAN2C1	10546
4126	MANBA	10630
63905	MANBAL	3392
79694	MANEA	5240
149175	MANEAL	7294
7873	MANF	3447
54682	MANSC1	4061
4128	MAOA	6956
4129	MAOB	4428
4130	MAP1A	10651
4131	MAP1B	13387
84557	MAP1LC3A	1889
81631	MAP1LC3B	5733
643246	MAP1LC3B2	1937
440738	MAP1LC3C	1255
55201	MAP1S	5078
4133	MAP2	16456
5604	MAP2K1	4772
29778	MAP2K1P1	747
5605	MAP2K2	6453
5606	MAP2K3	4182
6416	MAP2K4	6175
5607	MAP2K5	5354
5608	MAP2K6	8333
5609	MAP2K7	7691
4214	MAP3K1	8217
4294	MAP3K10	5620
4296	MAP3K11	11560
7786	MAP3K12	9431
9175	MAP3K13	6844
9020	MAP3K14	6943
389840	MAP3K15	7839
10746	MAP3K2	12636
4215	MAP3K3	6445
4216	MAP3K4	9367
4217	MAP3K5	6980
9064	MAP3K6	5485
6885	MAP3K7	9564
1326	MAP3K8	8763
4293	MAP3K9	6952
4134	MAP4	18193
11184	MAP4K1	4149
5871	MAP4K2	4750
8491	MAP4K3	8937
9448	MAP4K4	14827
11183	MAP4K5	8527
4135	MAP6	7129
79929	MAP6D1	2682
9053	MAP7	12668
55700	MAP7D1	7373
256714	MAP7D2	5175
79649	MAP7D3	7617
79884	MAP9	8293
5594	MAPK1	12927
5602	MAPK10	12946
5600	MAPK11	4128
5603	MAPK13	4232
1432	MAPK14	9213
225689	MAPK15	4047
93487	MAPK1IP1L	8351
5595	MAPK3	4422
5596	MAPK4	7729
5597	MAPK6	6369
317686	MAPK6PS1	351
317684	MAPK6PS3	997
286156	MAPK6PS5	522
5598	MAPK7	6705
5599	MAPK8	7492
9479	MAPK8IP1	3848
23542	MAPK8IP2	3691
23162	MAPK8IP3	12062
5601	MAPK9	9479
79109	MAPKAP1	8264
9261	MAPKAPK2	5184
7867	MAPKAPK3	5380
8550	MAPKAPK5	5297
23005	MAPKBP1	11458
22919	MAPRE1	3073
80327	MAPRE1P1	590
10982	MAPRE2	18743
22924	MAPRE3	4311
4137	MAPT	4991
55016	MARCH1	9826
162333	MARCH10	4935
441061	MARCH11	1987
51257	MARCH2	3197
115123	MARCH3	5662
57574	MARCH4	4793
54708	MARCH5	6388
10299	MARCH6	7643
64844	MARCH7	14761
220972	MARCH8	11046
92979	MARCH9	5012
4082	MARCKS	4626
65108	MARCKSL1	1552
8685	MARCO	2102
4139	MARK1	7773
2011	MARK2	7670
4140	MARK3	19492
4141	MARS	11138
92935	MARS2	3089
83742	MARVELD1	3879
153562	MARVELD2	5909
91862	MARVELD3	6861
4142	MAS1	1387
116511	MAS1L	1261
5648	MASP1	16323
10747	MASP2	5050
22983	MAST1	7713
23139	MAST2	13197
23031	MAST3	6613
375449	MAST4	15675
84930	MASTL	6282
4143	MAT1A	5323
4144	MAT2A	6470
27430	MAT2B	5772
4145	MATK	4756
4146	MATN1	4503
4147	MATN2	7966
4148	MATN3	3320
8785	MATN4	2698
4149	MAX	4511
4150	MAZ	3831
4151	MB	1963
4152	MBD1	10005
8932	MBD2	8176
85509	MBD3L1	1210
125997	MBD3L2	775
653657	MBD3L3	779
653656	MBD3L4	779
284428	MBD3L5	779
8930	MBD4	4878
55777	MBD5	12168
114785	MBD6	7058
51562	MBIP	2543
8512	MBL1P	4392
4153	MBL2	4051
255374	MBLAC1	1578
153364	MBLAC2	6922
4154	MBNL1	14174
10150	MBNL2	9945
55796	MBNL3	13258
154141	MBOAT1	4648
129642	MBOAT2	8838
619373	MBOAT4	1712
79143	MBOAT7	5712
4155	MBP	16489
54799	MBTD1	7613
8720	MBTPS1	13833
4158	MC2R	3729
4159	MC3R	1101
4160	MC4R	1446
4161	MC5R	1320
4162	MCAM	8096
27349	MCAT	2436
4163	MCC	13708
56922	MCCC1	31125
64087	MCCC2	9917
401250	MCCD1	710
84693	MCEE	7722
4168	MCF2	4542
23263	MCF2L	20342
23101	MCF2L2	26244
90411	MCFD2	7101
2847	MCHR1	2963
84539	MCHR2	4256
4170	MCL1	5250
55388	MCM10	5465
4171	MCM2	5235
4172	MCM3	5280
8888	MCM3AP	17606
4173	MCM4	7499
4174	MCM5	6358
4175	MCM6	4051
4176	MCM7	5439
84515	MCM8	6638
254394	MCM9	13297
255231	MCOLN2	3352
55283	MCOLN3	7479
79648	MCPH1	7469
10445	MCRS1	3876
79772	MCTP1	10997
55784	MCTP2	13227
28985	MCTS1	11859
9656	MDC1	8377
4188	MDFI	2499
29969	MDFIC	6565
266727	MDGA1	11838
161357	MDGA2	8951
4190	MDH1	4664
4191	MDH2	4819
4192	MDK	2823
56890	MDM1	9173
4193	MDM2	8922
4194	MDM4	24371
23195	MDN1	29720
259283	MDS2	2141
4199	ME1	4450
4200	ME2	5341
10873	ME3	6888
4201	MEA1	3631
64769	MEAF6	5567
2122	MECOM	10470
4204	MECP2	17900
51102	MECR	8400
5469	MED1	9200
84246	MED10	5350
400569	MED11	2808
9968	MED12	10770
116931	MED12L	12803
9969	MED13	14302
23389	MED13L	18422
9282	MED14	11335
51586	MED15	12371
326615	MED15P1	949
10025	MED16	4898
9440	MED17	6915
54797	MED18	2057
219541	MED19	1891
9412	MED21	4494
9439	MED23	9956
81857	MED25	8576
9442	MED27	8116
80306	MED28	3682
55588	MED29	3943
90390	MED30	2209
51003	MED31	7697
29079	MED4	3065
10001	MED6	9063
55090	MED9	9331
4205	MEF2A	10140
100271849	MEF2B	8779
4208	MEF2C	13260
4209	MEF2D	8462
4210	MEFV	4827
55384	MEG3	19754
84466	MEGF10	14118
84465	MEGF11	10050
1953	MEGF6	9913
1954	MEGF8	12402
1955	MEGF9	8173
150365	MEI1	7848
644890	MEIG1	1014
4211	MEIS1	12689
4212	MEIS2	15733
56917	MEIS3	9833
4213	MEIS3P1	4095
257468	MEIS3P2	2585
9833	MELK	4414
728556	MEMO1P1	1843
645175	MEMO1P2	796
4221	MEN1	4999
4222	MEOX1	2706
4223	MEOX2	2817
4224	MEP1A	7176
4225	MEP1B	2580
56257	MEPCE	4235
56955	MEPE	2304
10461	MERTK	7200
59274	MESDC1	4994
23184	MESDC2	11961
55897	MESP1	2934
145873	MESP2	1783
4232	MEST	5243
317751	MESTIT1	4097
338470	MESTP1	565
4233	MET	8008
23173	METAP1	10801
10988	METAP2	5374
79006	METRN	4556
284207	METRNL	2741
4234	METTL1	3027
149281	METTL11B	956
57721	METTL14	4658
339175	METTL2A	3286
56339	METTL3	7908
64863	METTL4	5953
29081	METTL5	3825
131965	METTL6	8579
25840	METTL7A	4270
196410	METTL7B	2189
79828	METTL8	10531
51108	METTL9	8517
84206	MEX3B	5126
51320	MEX3C	4217
399664	MEX3D	2849
4236	MFAP1	2693
4237	MFAP2	4168
9848	MFAP3L	8773
4239	MFAP4	2235
8076	MFAP5	4988
56947	MFF	15241
4240	MFGE8	8244
9258	MFHAS1	9534
55669	MFN1	6273
9927	MFN2	6540
64747	MFSD1	8632
10227	MFSD10	4119
79157	MFSD11	8328
84879	MFSD2A	7497
113655	MFSD3	3762
148808	MFSD4	6447
84975	MFSD5	2600
54842	MFSD6	9244
162387	MFSD6L	2240
84179	MFSD7	3888
256471	MFSD8	6039
84804	MFSD9	6047
23269	MGA	18644
8972	MGAM	8443
4245	MGAT1	10344
4247	MGAT2	3096
4248	MGAT3	6818
11282	MGAT4B	5914
25834	MGAT4C	4419
4249	MGAT5	3949
146664	MGAT5B	7162
84815	MGC12916	2648
84796	MGC13053	2054
84843	MGC15705	1272
197003	MGC15885	2696
85009	MGC16025	2127
84848	MGC16121	3109
84849	MGC16142	1359
85001	MGC16275	2520
91370	MGC20647	790
389741	MGC21881	7862
158295	MGC24103	1726
157247	MGC27345	11290
149047	MGC27382	2480
84789	MGC2889	2386
153163	MGC32805	2999
154089	MGC34034	3562
414927	MGC34796	1278
162137	MGC34800	2502
221756	MGC39372	1972
403312	MGC39545	703
441058	MGC39584	4075
348035	MGC40069	3256
79160	MGC4294	967
90768	MGC45800	8550
284365	MGC45922	936
403340	MGC70870	6723
11343	MGLL	15259
4255	MGMT	4515
4256	MGP	4342
23295	MGRN1	8995
4257	MGST1	10676
4258	MGST2	2113
4259	MGST3	5939
117153	MIA2	2862
375056	MIA3	16045
440823	MIAT	18139
57534	MIB1	11593
142678	MIB2	9105
9645	MICAL2	21519
57553	MICAL3	31779
84953	MICALCL	3778
85377	MICALL1	10021
79778	MICALL2	14808
4277	MICB	3184
4281	MID1	17238
58526	MID1IP1	4049
11043	MID2	7568
90007	MIDN	6349
57708	MIER1	9053
54531	MIER2	3549
166968	MIER3	6814
57409	MIF4GD	3142
60672	MIIP	3979
100073347	MIMT1	3541
84864	MINA	7249
50488	MINK1	9041
9562	MINPP1	3606
54468	MIOS	8141
55586	MIOX	2254
4284	MIP	3547
4285	MIPEP	5474
145282	MIPOL1	5081
406903	MIR10B	663
100302193	MIR1255A	113
100302155	MIR1256	119
100302172	MIR1258	73
100302184	MIR1272	129
100302265	MIR1283-1	87
100302125	MIR1289-1	144
100302181	MIR1294	142
100302130	MIR1302-4	150
100302146	MIR1302-5	150
442890	MIR133B	119
406938	MIR146A	3025
574447	MIR146B	73
114614	MIR155HG	1600
407975	MIR17HG	5063
406954	MIR181A2	110
406955	MIR181B1	110
574457	MIR181D	137
406959	MIR183	110
406963	MIR187	109
406973	MIR196A2	110
406978	MIR199B	110
406986	MIR203	110
100302225	MIR2053	91
406992	MIR210	110
100302164	MIR2113	91
406996	MIR214	6433
407000	MIR218-1	110
407001	MIR218-2	110
407007	MIR222	110
100422839	MIR3119-1	85
100423010	MIR3119-2	85
100422993	MIR3130-1	75
100423002	MIR3130-2	75
100422988	MIR3156-1	77
100423018	MIR3156-3	77
100422900	MIR3158-1	81
100423033	MIR3158-2	81
100422827	MIR3160-1	85
100422825	MIR3160-2	81
100422846	MIR3164	83
100423040	MIR3166	92
100422973	MIR3169	83
100422854	MIR3187	70
100423034	MIR3199-1	88
100422998	MIR3199-2	86
100313769	MIR320B2	138
407040	MIR34A	5141
100422994	MIR4267	82
100422955	MIR4273	84
574038	MIR431	114
100423035	MIR4313	2903
100422857	MIR4318	81
100422829	MIR4319	85
100422930	MIR4330	105
554212	MIR448	111
693123	MIR449B	97
768216	MIR454	115
619554	MIR486	68
574443	MIR490	128
574460	MIR498	124
574511	MIR506	124
574514	MIR509-1	94
574509	MIR513A1	129
574510	MIR513A2	127
100422847	MIR514B	80
574488	MIR518A1	559
574491	MIR518A2	87
574480	MIR519D	88
574464	MIR520F	87
100302277	MIR548I2	149
100302186	MIR548I3	149
693132	MIR549	96
693146	MIR561	97
693156	MIR571	96
693178	MIR593	100
693194	MIR609	95
693195	MIR610	96
693231	MIR646	94
724025	MIR655	97
724029	MIR659	255
100313777	MIR670	98
407044	MIR7-2	110
407045	MIR7-3	110
768220	MIR765	114
79003	MIS12	3692
129531	MITD1	4196
4286	MITF	7270
83881	MIXL1	2438
4288	MKI67	12855
84365	MKI67IP	2925
8195	MKKS	4510
57591	MKL1	10154
57496	MKL2	20707
4289	MKLN1	19581
2872	MKNK2	5271
23608	MKRN1	6485
23609	MKRN2	5437
7681	MKRN3	6152
7682	MKRN4P	525
7683	MKRN5P	489
7686	MKRN7P	1841
400058	MKRN9P	2545
54903	MKS1	4898
283078	MKX	4546
2315	MLANA	2302
23209	MLC1	5518
9761	MLEC	11954
4291	MLF1	6338
79682	MLF1IP	4904
8079	MLF2	3468
4292	MLH1	5010
27030	MLH3	4632
197259	MLKL	6852
4297	MLL	25327
8085	MLL2	22831
58508	MLL3	28060
9757	MLL4	10924
55904	MLL5	17490
4298	MLLT1	5109
8028	MLLT10	12178
10962	MLLT11	2559
4300	MLLT3	8528
4301	MLLT4	16298
4302	MLLT6	15265
4295	MLN	572
2862	MLNR	1766
79083	MLPH	11219
64223	MLST8	4678
6945	MLX	5281
22877	MLXIP	10730
51085	MLXIPL	5314
166785	MMAA	7250
326625	MMAB	7442
25974	MMACHC	3907
27249	MMADHC	2720
23531	MMD	5128
4311	MME	9353
79258	MMEL1	5949
93380	MMGT1	3944
4312	MMP1	2055
4319	MMP10	1838
4320	MMP11	5773
4321	MMP12	1945
4322	MMP13	2876
4323	MMP14	4391
4324	MMP15	5258
4325	MMP16	6896
4326	MMP17	3451
4327	MMP19	4522
4313	MMP2	4847
9313	MMP20	2966
118856	MMP21	1919
8511	MMP23A	2108
8510	MMP23B	2870
10893	MMP24	5248
64386	MMP25	5167
56547	MMP26	1124
64066	MMP27	1844
79148	MMP28	4123
4314	MMP3	2473
4316	MMP7	2313
4317	MMP8	3890
4318	MMP9	2657
22915	MMRN1	5631
79812	MMRN2	11419
64210	MMS19	11255
4331	MNAT1	3233
84057	MND1	2864
4332	MNDA	2550
55329	MNS1	2863
4335	MNT	9623
3110	MNX1	5193
64112	MOAP1	2656
81532	MOB2	4872
55034	MOCOS	3404
4337	MOCS1	6731
4338	MOCS2	6764
27304	MOCS3	3219
326305	MOCS3P1	1677
4340	MOG	3175
116255	MOGAT1	1096
80168	MOGAT2	4185
346606	MOGAT3	2218
7841	MOGS	4142
84315	MON1A	5135
22879	MON1B	6961
23041	MON2	16688
27136	MORC1	4371
22880	MORC2	5789
10934	MORF4	1145
10933	MORF4L1	8649
9643	MORF4L2	8817
79906	MORN1	15029
283385	MORN3	1621
118812	MORN4	3116
254956	MORN5	1905
4342	MOS	1049
56180	MOSPD1	4475
158747	MOSPD2	6861
64598	MOSPD3	2052
4343	MOV10	10305
54456	MOV10L1	8086
26002	MOXD1	4325
9526	MPDU1	4721
8777	MPDZ	9304
219972	MPEG1	4746
4350	MPG	4802
10199	MPHOSPH10	4324
10200	MPHOSPH6	5583
54737	MPHOSPH8	8226
10198	MPHOSPH9	14438
4351	MPI	6293
4352	MPL	4020
84954	MPND	2562
4353	MPO	6322
4354	MPP1	5761
4355	MPP2	6408
4356	MPP3	8910
58538	MPP4	6630
64398	MPP5	8389
51678	MPP6	2911
143098	MPP7	6971
65258	MPPE1	7136
758	MPPED1	6810
744	MPPED2	10962
23164	MPRIP	15348
4357	MPST	6977
4358	MPV17	6705
255027	MPV17L	2808
84769	MPV17L2	3435
4359	MPZ	2149
9019	MPZL1	6948
196264	MPZL3	6428
3140	MR1	4062
56246	MRAP	1342
112609	MRAP2	4398
22808	MRAS	7862
4360	MRC1	6173
9902	MRC2	7039
4361	MRE11A	7853
93621	MRFAP1	2654
114932	MRFAP1L1	2221
116512	MRGPRD	971
116534	MRGPRE	3254
116535	MRGPRF	2855
386746	MRGPRG	870
259249	MRGPRX1	1433
117194	MRGPRX2	2042
117195	MRGPRX3	1662
117196	MRGPRX4	1454
79922	MRM1	2417
83876	MRO	5475
78988	MRP63	2901
65008	MRPL1	2051
124995	MRPL10	3335
65003	MRPL11	2541
28998	MRPL13	4867
64928	MRPL14	2448
29088	MRPL15	2459
54948	MRPL16	4647
63875	MRPL17	4530
29074	MRPL18	3505
9801	MRPL19	13428
51069	MRPL2	2955
55052	MRPL20	3083
219927	MRPL21	3212
29093	MRPL22	5389
6150	MRPL23	5774
79590	MRPL24	2888
51264	MRPL27	2831
10573	MRPL28	2967
11222	MRPL3	5174
359740	MRPL30P1	927
64983	MRPL32	3620
9553	MRPL33	5273
64981	MRPL34	1352
51318	MRPL35	3833
64979	MRPL36	2227
285003	MRPL36P1	562
51253	MRPL37	7228
54148	MRPL39	8276
359739	MRPL3P1	1481
51073	MRPL4	4993
64976	MRPL40	4307
64975	MRPL41	761
28977	MRPL42	4709
285415	MRPL42P1	2213
346470	MRPL42P4	530
84545	MRPL43	5765
65080	MRPL44	2278
84311	MRPL45	2302
359747	MRPL45P1	768
653479	MRPL45P2	3494
57129	MRPL47	2267
51642	MRPL48	5607
740	MRPL49	4986
54534	MRPL50	3422
51258	MRPL51	2262
343819	MRPL51P2	241
122704	MRPL52	3654
116541	MRPL54	1312
128308	MRPL55	1891
65005	MRPL9	3761
137290	MRPL9P1	1093
55173	MRPS10	2234
359753	MRPS10P1	572
359754	MRPS10P5	228
64963	MRPS11	5109
6183	MRPS12	2202
63931	MRPS14	6370
64960	MRPS15	6627
55168	MRPS18A	4836
359761	MRPS18AP1	906
28973	MRPS18B	4123
51023	MRPS18C	6441
359764	MRPS18CP3	3640
359765	MRPS18CP5	346
51116	MRPS2	3662
54460	MRPS21	1856
199900	MRPS21P1	106
359768	MRPS21P4	151
359771	MRPS21P7	139
350297	MRPS21P8	139
56945	MRPS22	7625
51649	MRPS23	1853
64432	MRPS25	13974
64949	MRPS26	2139
10884	MRPS30	8824
10240	MRPS31	5645
51650	MRPS33	1746
359776	MRPS33P3	587
65993	MRPS34	1263
60488	MRPS35	3047
92259	MRPS36	3556
359781	MRPS6P2	323
51081	MRPS7	4096
64965	MRPS9	3317
92399	MRRF	6307
286423	MRRFP1	786
57380	MRS2	9763
729633	MRS2P2	2692
51154	MRTO4	5616
10335	MRVI1	8430
341116	MS4A10	2296
54860	MS4A12	1833
503497	MS4A13	1289
219995	MS4A15	2281
2206	MS4A2	4531
932	MS4A3	1979
51338	MS4A4A	4945
643680	MS4A4E	1369
64231	MS4A6A	8653
9242	MSC	2127
343930	MSGN1	582
4436	MSH2	7485
4437	MSH3	4816
4438	MSH4	3280
